"","P09923","P05186","P05187","P10696","A0A2R8YDJ8.1","A0A2R8YDJ8.2","O60729.1","O60729.2","Q16667","P28562","Q05923","Q13115","Q16690","Q9Y6W6","O75319","Q9UNI6","Q6FI36","Q8NEJ0","Q9H596","Q4G0W2","Q9H1R2","Q9NRW4","Q8WTR2","Q9BVJ7","Q68J44","Q9UII6","Q9BV47","Q5VZP5","P51452","Q16828","Q16829","Q99956","Q9BY84","Q13202","O95278","Q93096","Q12974","O75365","A2A3K4","Q8WUK0","O60942","Q8WYL5","Q76I76","Q8TE77","Q8WUJ0","Q9Y6J8","Q13496","Q13613","Q13614","Q9NXD2","A4FU01","Q9C0I1","Q8NCE2","Q13615","Q9NYA4","O95248","Q86WG5","Q9Y217","Q9Y216","Q96EF0","Q96QG7","Q9ULE6.1","Q9ULE6.2","O75061","O14976","P60484","Q9HBL0","Q63HR2","Q68CZ2","P56180","Q6XPS3","P18031","P17706","Q05209","Q99952","Q9Y2R2","Q12923","Q4JDL3","Q15678","Q16825","Q9H3S7","P26045","P29074","P54829","P35236","Q15256","Q06124","Q53XS4","Q6IQ43","P18433.1","P18433.2","P23469.1","P23469.2","P23467","Q9HD43","Q12913","Q16827","A0A087WZU1","P08575.1","P08575.2","Q2HXI4.1","Q2HXI4.2","P10586.1","P10586.2","Q13332.1","Q13332.2","P23470.1","P23470.2","P23471.1","P23471.2","Q5TG12.1","Q5TG12.2","P28827.1","P28827.2","O14522.1","O14522.2","Q92729.1","Q92729.2","Q16849","Q92932","Q92562","Q9Y2H2","Q9NTJ5","O43426","O15056","P24666","Q9NP77","P30304","P30305","P30307","Q99502","O00167","Q99504","A0A0S2Z3Q2","Q05D32","O95476","Q9Y5B0","Q9GZU7","O14595","O15194","Q3ZCQ8","Q8WVY7","Q9BXW7","Q9H0R4","Q9H008","Q96GD0","A6NDG6","P16118","O60825","Q16875","Q16877","P07738","Q6FHU2","P15259","Q8N0Y7","Q96HS1","P57075","Q8TF42","Q9NQ88","P11117","P15309","Q9BZG2","Q9NPH0","Q9UNW1","B7WPL9","A0A087WZV0","Q8TE99","Q9NRX4","Q9H0C8","Q9P0J1","Q9P2J9","O60346","Q6ZVD8","A8MPX8","P35813","O75688","Q8N819","O15297","Q8WY54","P49593","O15355","Q9ULR3","Q5JR12","Q96MI6","Q8N3J5","Q5SGD2","Q8NI37","Q15750","P13686","Q6ZNF0","P62136","P62140","P36873","P67775","P62714","Q08209","P16298","P48454","P60510","P53041","O00743","O14829","O14830","Q8IXW5"
"Q2HXI4|2",0.87614,0.88383,0.88802,0.86151,0.85965,0.86507,0.89256,0.84927,0.87588,0.85976,0.84131,0.85211,0.88031,0.86401,0.86645,0.86476,0.82117,0.85805,0.84816,0.85011,0.85963,0.88942,0.85994,0.8507,0.87955,0.8734,0.88134,0.8404,0.87443,0.87744,0.87726,0.84159,0.88497,0.8938,0.85316,0.86537,0.88054,0.86623,0.83471,0.84301,0.87911,0.85689,0.86453,0.86343,0.87775,0.84861,0.8888,0.88254,0.88395,0.89618,0.88968,0.88784,0.84676,0.88531,0.89543,0.88841,0.87495,0.88681,0.86616,0.89791,0.89359,0.88357,0.87197,0.88565,0.86717,0.84411,0.85418,0.89222,0.86698,0.84326,0.85813,0.78773,0.81295,0.74177,0.69915,0.73307,0.8095,0.8071,0.81613,0.83416,0.85162,0.7867,0.7831,0.86733,0.78303,0.82442,0.83199,0.84088,0.82302,0.68447,0.55634,0.72905,0.66904,0.7528,0.68672,0.54779,0.72879,0.72701,0.77333,0.87499,0.61347,0,0.61432,0.08394,0.61724,0.03102,0.76242,0.71029,0.79427,0.74118,0.81041,0.84455,0.77298,0.81881,0.76038,0.8222,0.80579,0.81686,0.77562,0.76381,0.85633,0.86488,0.88534,0.88208,0.88592,0.85866,0.88516,0.89129,0.88413,0.87305,0.84334,0.87576,0.86947,0.83145,0.85027,0.86388,0.80902,0.85607,0.83924,0.83932,0.86571,0.8532,0.87435,0.89753,0.8395,0.876,0.86394,0.85933,0.86875,0.88228,0.87518,0.87541,0.87449,0.85167,0.88447,0.86091,0.87944,0.86428,0.82628,0.86974,0.87732,0.89992,0.88945,0.88821,0.8803,0.88874,0.87912,0.84407,0.89306,0.89004,0.87355,0.87143,0.8621,0.88513,0.86327,0.87845,0.87997,0.89071,0.88803,0.84861,0.89486,0.89491,0.88314,0.88603,0.87049,0.86406,0.87849,0.88199,0.87267,0.87655,0.89297,0.88573,0.89182,0.85454,0.85822,0.86496,0.87865,0.86668,0.87631,0.86976,0.87408,0.87591,0.87179,0.87371
"P10586|1",0.8655,0.88975,0.88911,0.88269,0.87365,0.8413,0.87097,0.84369,0.87541,0.86826,0.86342,0.87,0.84219,0.8884,0.87358,0.82801,0.86803,0.86013,0.88623,0.84007,0.8607,0.83463,0.87489,0.86347,0.86271,0.88396,0.84855,0.89093,0.87052,0.86525,0.85241,0.85628,0.85207,0.84658,0.84284,0.85437,0.8504,0.86483,0.85708,0.87796,0.82784,0.86549,0.88081,0.84451,0.86312,0.87295,0.89476,0.89008,0.90215,0.89708,0.89912,0.87122,0.87279,0.86931,0.87534,0.90732,0.88574,0.88326,0.87544,0.88814,0.86199,0.89922,0.87381,0.87351,0.88024,0.88678,0.86753,0.86939,0.83408,0.8833,0.87303,0.84223,0.80674,0.65402,0.64905,0.61317,0.75092,0.71492,0.84872,0.86687,0.84431,0.75165,0.60976,0.76887,0.76081,0.76404,0.80071,0.85754,0.77961,0.69861,0.66132,0.69006,0.71949,0.80197,0.76678,0.70228,0.70462,0.50631,0.69636,0.84865,0.07774,0.61432,0,0.63586,0.12166,0.63343,0.69711,0.76593,0.67098,0.79337,0.69426,0.84671,0.69124,0.85166,0.65222,0.8304,0.6684,0.83433,0.78141,0.7852,0.88976,0.89009,0.89222,0.88435,0.88474,0.89011,0.88452,0.85849,0.87268,0.88121,0.84808,0.87384,0.88695,0.85257,0.87351,0.87663,0.85865,0.86238,0.85218,0.87516,0.88141,0.85295,0.88846,0.87358,0.84223,0.87163,0.88831,0.87259,0.87754,0.88361,0.87361,0.8883,0.87637,0.88223,0.86986,0.88387,0.89228,0.87279,0.87112,0.87291,0.8873,0.87807,0.88383,0.88532,0.87609,0.87872,0.87771,0.83046,0.87612,0.87695,0.89664,0.85633,0.85897,0.89497,0.8748,0.86586,0.86935,0.86805,0.87889,0.8883,0.88945,0.87647,0.88012,0.87322,0.86121,0.87113,0.86296,0.89691,0.88003,0.86606,0.86346,0.8762,0.86457,0.86522,0.87305,0.88137,0.87519,0.86835,0.8935,0.85071,0.88883,0.88366,0.89431,0.87288
"P10586|2",0.86695,0.87984,0.88884,0.86084,0.85242,0.85872,0.87755,0.85655,0.86942,0.87631,0.86561,0.87558,0.87853,0.86505,0.84892,0.83438,0.83556,0.85987,0.86124,0.82834,0.87287,0.8646,0.8719,0.85833,0.87658,0.88771,0.88023,0.86654,0.86666,0.85894,0.88513,0.8494,0.87373,0.8864,0.87625,0.87314,0.87212,0.86072,0.83525,0.86698,0.88321,0.86973,0.85289,0.87495,0.87062,0.84126,0.89471,0.89403,0.88429,0.89446,0.89402,0.88795,0.86638,0.89344,0.89741,0.87438,0.8859,0.8753,0.86868,0.88242,0.88835,0.89462,0.87392,0.88418,0.86843,0.84464,0.8574,0.89132,0.85721,0.87626,0.87263,0.79108,0.8138,0.72298,0.71098,0.71318,0.8036,0.79407,0.80109,0.83104,0.85667,0.79108,0.80206,0.86227,0.76048,0.82829,0.82721,0.8332,0.85359,0.69353,0.57122,0.7249,0.67845,0.7259,0.69848,0.55362,0.73796,0.74213,0.78788,0.88525,0.6295,0.08394,0.63586,0,0.62241,0.09394,0.78386,0.7331,0.80124,0.75843,0.82914,0.85073,0.77178,0.81953,0.76772,0.83705,0.80452,0.82151,0.79417,0.79011,0.84175,0.87456,0.89125,0.86975,0.8765,0.84326,0.87574,0.88639,0.86853,0.86577,0.8773,0.87688,0.86353,0.84409,0.86156,0.86502,0.81177,0.87349,0.85185,0.85385,0.8719,0.8518,0.88969,0.87751,0.84905,0.87424,0.87582,0.86033,0.86152,0.87918,0.87819,0.88936,0.87148,0.86686,0.85857,0.87814,0.88194,0.87132,0.8515,0.88698,0.859,0.88406,0.88833,0.89099,0.87855,0.89909,0.87598,0.85708,0.89342,0.88548,0.89728,0.87836,0.87383,0.88571,0.87412,0.88345,0.88402,0.88804,0.8894,0.84798,0.88095,0.87681,0.88289,0.88285,0.88093,0.85679,0.87945,0.88419,0.86847,0.85583,0.88599,0.89438,0.88089,0.87843,0.88071,0.83882,0.87012,0.84569,0.8831,0.86022,0.86531,0.88622,0.86892,0.87373
"Q13332|1",0.88305,0.88786,0.88696,0.88321,0.87137,0.85528,0.87069,0.85207,0.87894,0.87043,0.86686,0.87639,0.85277,0.87665,0.87242,0.82881,0.86578,0.86844,0.8792,0.82434,0.85006,0.84284,0.86173,0.85063,0.85645,0.87314,0.85615,0.8858,0.88657,0.85514,0.84436,0.84793,0.85628,0.85754,0.86133,0.84852,0.8609,0.84946,0.85613,0.86391,0.86313,0.86811,0.87049,0.87019,0.88064,0.86054,0.89331,0.89544,0.88349,0.89746,0.8993,0.87468,0.86949,0.87924,0.8876,0.88875,0.89526,0.8848,0.88812,0.89129,0.87607,0.87796,0.88341,0.87208,0.8707,0.88821,0.86098,0.87814,0.82849,0.89245,0.87653,0.82774,0.81072,0.66394,0.65887,0.60671,0.77227,0.73511,0.84656,0.85931,0.83755,0.74044,0.61386,0.76834,0.75175,0.73623,0.80346,0.8637,0.75477,0.68906,0.70031,0.71159,0.74386,0.80698,0.75246,0.70773,0.71416,0.50585,0.7121,0.85671,0.10032,0.61724,0.12166,0.62241,0,0.62901,0.67757,0.77874,0.68929,0.79172,0.69208,0.83498,0.70553,0.84801,0.66843,0.8358,0.65622,0.84374,0.80567,0.80556,0.87285,0.88872,0.89342,0.88421,0.88027,0.89052,0.86619,0.87472,0.87765,0.87487,0.86702,0.87667,0.88791,0.85755,0.87837,0.87816,0.83511,0.86408,0.85788,0.86094,0.85038,0.83012,0.88856,0.8545,0.85255,0.87597,0.87638,0.87897,0.88626,0.88199,0.8721,0.87304,0.87339,0.86606,0.87286,0.8817,0.8939,0.88409,0.86196,0.8837,0.88631,0.89369,0.87151,0.88547,0.86864,0.89915,0.86634,0.81098,0.88042,0.89757,0.88795,0.84023,0.85432,0.90191,0.87545,0.86362,0.8871,0.85771,0.86284,0.87371,0.88126,0.86929,0.89126,0.87571,0.86799,0.87431,0.86824,0.88717,0.88798,0.87847,0.88035,0.88668,0.87721,0.88971,0.88674,0.88761,0.87773,0.8787,0.8926,0.85895,0.88285,0.89604,0.89179,0.87043
"Q13332|2",0.86814,0.88184,0.88548,0.85407,0.84647,0.85988,0.88057,0.85346,0.88677,0.85734,0.8485,0.84885,0.87445,0.86596,0.86015,0.86902,0.82238,0.85396,0.85109,0.8453,0.85753,0.88556,0.86645,0.8637,0.88125,0.87437,0.8792,0.85285,0.86168,0.87473,0.87636,0.85001,0.8794,0.89314,0.85988,0.86838,0.88008,0.87498,0.82969,0.85332,0.87054,0.87389,0.86921,0.87695,0.87542,0.85,0.89762,0.89814,0.88172,0.90022,0.89605,0.8846,0.84929,0.89292,0.9019,0.87859,0.85999,0.88576,0.88068,0.89394,0.8911,0.88812,0.86507,0.88627,0.87515,0.84497,0.86278,0.89158,0.86887,0.84325,0.86514,0.7877,0.8152,0.74268,0.70892,0.72549,0.81604,0.80286,0.81005,0.8238,0.84835,0.78759,0.7881,0.86165,0.76469,0.82003,0.81682,0.82682,0.82758,0.69039,0.57881,0.746,0.67576,0.75427,0.7035,0.55048,0.74113,0.73443,0.77806,0.87776,0.62961,0.03102,0.63343,0.09394,0.62901,0,0.7635,0.70776,0.79856,0.73691,0.81426,0.84672,0.78205,0.82273,0.76997,0.83149,0.81564,0.81532,0.78446,0.77343,0.86683,0.86312,0.89446,0.87273,0.88122,0.86575,0.872,0.8806,0.87439,0.86317,0.85557,0.87936,0.87032,0.83698,0.83959,0.84744,0.81603,0.8674,0.85616,0.84991,0.86359,0.85432,0.87476,0.8958,0.83848,0.87473,0.87035,0.84641,0.86448,0.86536,0.87538,0.88083,0.87075,0.86214,0.88741,0.86957,0.8781,0.8631,0.82975,0.87193,0.86472,0.8924,0.89839,0.89004,0.87909,0.88323,0.8706,0.85121,0.89171,0.8917,0.87958,0.87436,0.85877,0.88616,0.87359,0.87885,0.87921,0.87616,0.88429,0.86148,0.88769,0.89123,0.88496,0.87036,0.87399,0.86037,0.87788,0.88268,0.86997,0.87736,0.88219,0.88658,0.89543,0.86632,0.86903,0.85073,0.87631,0.85653,0.88044,0.87282,0.87912,0.87322,0.87719,0.87672
"P23470|1",0.869,0.89018,0.87658,0.88559,0.85133,0.85868,0.87142,0.86814,0.86131,0.8534,0.88585,0.85716,0.88305,0.87707,0.84063,0.85122,0.86919,0.87126,0.8744,0.86429,0.87056,0.85726,0.87049,0.87866,0.87812,0.85393,0.87309,0.87528,0.8526,0.87456,0.86326,0.86067,0.86519,0.87321,0.85702,0.88554,0.87769,0.88052,0.86394,0.87002,0.84888,0.87815,0.86288,0.85447,0.87004,0.88895,0.89655,0.88846,0.87054,0.89127,0.87079,0.87796,0.87765,0.88047,0.90138,0.88558,0.88261,0.89721,0.881,0.86294,0.8726,0.9005,0.87797,0.84402,0.88232,0.85294,0.86386,0.87959,0.86574,0.87924,0.86371,0.87899,0.81763,0.86315,0.81696,0.80204,0.77809,0.86254,0.84149,0.85849,0.8713,0.85019,0.75974,0.80809,0.85085,0.86556,0.79968,0.84236,0.73737,0.75141,0.82797,0.7673,0.8069,0.83612,0.82094,0.78074,0.77873,0.77208,0.77857,0.84508,0.68457,0.76242,0.69711,0.78386,0.67757,0.7635,0,0.83814,0.62229,0.85226,0.73595,0.82969,0.77864,0.82995,0.76398,0.82599,0.77643,0.86935,0.82505,0.85766,0.88011,0.87947,0.86381,0.89059,0.87071,0.86598,0.8606,0.87278,0.88721,0.85931,0.87439,0.87793,0.88542,0.8841,0.86543,0.87127,0.87644,0.87901,0.87801,0.8899,0.87708,0.86954,0.87449,0.87913,0.85771,0.86984,0.88184,0.87518,0.88727,0.87588,0.88339,0.88924,0.87635,0.88397,0.875,0.88977,0.87343,0.87312,0.87798,0.85279,0.88822,0.86832,0.85508,0.89762,0.87334,0.89038,0.90284,0.86939,0.87154,0.88412,0.90077,0.86448,0.88632,0.89004,0.88195,0.86914,0.88295,0.8896,0.87854,0.83333,0.89532,0.88624,0.89404,0.88081,0.8803,0.8673,0.87068,0.86754,0.86553,0.87966,0.87371,0.88376,0.88304,0.87442,0.86701,0.87399,0.87488,0.86777,0.86002,0.87575,0.86185,0.87907,0.87931,0.87749
"P23470|2",0.86879,0.87221,0.8945,0.89912,0.85387,0.86947,0.84996,0.8665,0.8602,0.84013,0.83416,0.84259,0.85483,0.87096,0.85994,0.86939,0.7731,0.79721,0.80691,0.8603,0.87093,0.87018,0.82898,0.8703,0.86266,0.8689,0.86192,0.8442,0.84907,0.85389,0.87089,0.86456,0.85481,0.8749,0.86223,0.8819,0.87669,0.87062,0.85655,0.87215,0.87163,0.85886,0.86363,0.85275,0.86266,0.86839,0.88303,0.88717,0.86069,0.87881,0.87521,0.8831,0.87248,0.8612,0.87147,0.87911,0.85923,0.85379,0.86841,0.88632,0.87412,0.88798,0.87843,0.86798,0.88507,0.85828,0.86522,0.86819,0.83783,0.8592,0.88241,0.84215,0.83806,0.73589,0.75966,0.74256,0.758,0.81401,0.81576,0.85572,0.81943,0.80832,0.78159,0.79768,0.83892,0.87041,0.83609,0.86497,0.80524,0.79651,0.75153,0.67016,0.72603,0.80389,0.69743,0.82341,0.82522,0.74939,0.68996,0.8351,0.75101,0.71029,0.76593,0.7331,0.77874,0.70776,0.83814,0,0.81763,0.39679,0.78946,0.79581,0.82384,0.78743,0.80904,0.77224,0.84193,0.8227,0.78034,0.77053,0.88536,0.87536,0.88049,0.90127,0.86031,0.87176,0.86009,0.87953,0.86066,0.87096,0.86722,0.85515,0.86753,0.86761,0.84881,0.83191,0.86013,0.84391,0.83558,0.84159,0.86907,0.8191,0.89287,0.87638,0.88366,0.8677,0.86725,0.86912,0.86655,0.83427,0.8533,0.87477,0.87981,0.84697,0.88329,0.86142,0.87133,0.88498,0.84014,0.88702,0.87515,0.8573,0.88745,0.88167,0.88643,0.87572,0.89001,0.8738,0.89653,0.87114,0.87464,0.85517,0.86666,0.89749,0.89403,0.86059,0.87785,0.89441,0.85707,0.86244,0.88729,0.88664,0.8883,0.89415,0.89566,0.86985,0.88413,0.89345,0.86118,0.85065,0.87343,0.85915,0.86411,0.88032,0.88987,0.87157,0.88137,0.8752,0.83729,0.89147,0.85901,0.89118,0.89719,0.8608
"P23471|1",0.89913,0.89771,0.89942,0.87898,0.86517,0.86462,0.87224,0.87514,0.88115,0.87176,0.86137,0.86488,0.86956,0.87737,0.86962,0.84965,0.87809,0.86449,0.84999,0.86286,0.87574,0.87246,0.88327,0.8562,0.84741,0.85401,0.8749,0.84425,0.88238,0.86442,0.8834,0.86888,0.86863,0.87388,0.87678,0.87175,0.8565,0.87435,0.86037,0.85791,0.88979,0.86808,0.87009,0.88673,0.88265,0.8854,0.87233,0.87797,0.86189,0.89109,0.8649,0.88912,0.88151,0.88829,0.89009,0.89199,0.88749,0.89245,0.85691,0.87606,0.89161,0.86498,0.86783,0.86272,0.88847,0.87951,0.87038,0.8795,0.85588,0.88984,0.88768,0.87289,0.8509,0.837,0.78781,0.83129,0.81358,0.83176,0.88363,0.83993,0.8291,0.84617,0.73671,0.83809,0.83297,0.83822,0.83489,0.82573,0.78913,0.77381,0.78494,0.75165,0.76468,0.83652,0.79811,0.80822,0.81316,0.77462,0.79317,0.83532,0.68124,0.79427,0.67098,0.80124,0.68929,0.79856,0.62229,0.81763,0,0.82418,0.7659,0.84704,0.7627,0.869,0.73411,0.85223,0.71761,0.84003,0.82164,0.84059,0.88901,0.87961,0.87063,0.8623,0.88619,0.89133,0.8732,0.87724,0.86851,0.87541,0.8817,0.85822,0.87966,0.87123,0.88269,0.89177,0.86133,0.88157,0.87913,0.87277,0.87987,0.84799,0.83647,0.87087,0.88174,0.88297,0.82764,0.86921,0.84903,0.84501,0.86606,0.88218,0.88142,0.87919,0.88263,0.8862,0.87633,0.89424,0.85761,0.88863,0.88965,0.88633,0.88524,0.89271,0.88908,0.89685,0.90275,0.85972,0.88533,0.8683,0.87926,0.85932,0.8728,0.87934,0.89505,0.88559,0.8524,0.8794,0.87499,0.87412,0.8716,0.87922,0.88415,0.87415,0.89685,0.87286,0.88626,0.8721,0.87935,0.88919,0.86058,0.8602,0.87283,0.87002,0.87095,0.86979,0.87128,0.86606,0.87722,0.8807,0.84738,0.87123,0.88945,0.87969
"P23471|2",0.86299,0.89331,0.87086,0.88692,0.87449,0.86579,0.84518,0.87719,0.87679,0.88093,0.86778,0.88889,0.88116,0.85435,0.85214,0.86092,0.8038,0.81084,0.82647,0.86906,0.86207,0.86651,0.85163,0.86976,0.84523,0.86998,0.86689,0.86849,0.85114,0.87762,0.87446,0.87645,0.85321,0.86955,0.84776,0.8561,0.8664,0.87475,0.87401,0.84439,0.89104,0.86387,0.88009,0.85054,0.88205,0.87584,0.88456,0.87798,0.89138,0.90017,0.87662,0.87666,0.86614,0.88577,0.88524,0.86445,0.88335,0.87255,0.90052,0.90271,0.88032,0.86596,0.87984,0.87528,0.87299,0.88299,0.83736,0.86864,0.86997,0.87525,0.87265,0.82003,0.87077,0.76904,0.78824,0.79119,0.76202,0.78435,0.8472,0.8619,0.80525,0.82299,0.80784,0.8537,0.83409,0.8604,0.83034,0.85996,0.83845,0.79677,0.73969,0.70368,0.79743,0.83858,0.70433,0.7671,0.81493,0.77027,0.72195,0.84941,0.79363,0.74118,0.79337,0.75843,0.79172,0.73691,0.85226,0.39679,0.82418,0,0.78352,0.80076,0.81017,0.78359,0.79778,0.79706,0.82986,0.81322,0.80699,0.81017,0.88913,0.8893,0.90035,0.88244,0.88692,0.88084,0.84526,0.88502,0.88188,0.84215,0.85286,0.87433,0.86506,0.85952,0.84687,0.86927,0.84441,0.85324,0.83817,0.85337,0.87737,0.86896,0.89754,0.86028,0.87986,0.87701,0.88097,0.87713,0.87341,0.83316,0.86078,0.88317,0.87107,0.86845,0.86683,0.86941,0.87009,0.86352,0.87676,0.86548,0.88674,0.87391,0.88957,0.89339,0.88875,0.89478,0.88786,0.86442,0.88336,0.89732,0.89054,0.8798,0.88066,0.89375,0.89714,0.86697,0.85809,0.87933,0.88277,0.88805,0.88685,0.89458,0.88286,0.8825,0.86658,0.8691,0.87352,0.88321,0.87465,0.87195,0.85694,0.86253,0.86817,0.86415,0.86771,0.84198,0.83936,0.86062,0.87134,0.89714,0.87045,0.89148,0.89975,0.86499
"Q5TG12|1",0.88849,0.88438,0.8936,0.89041,0.87042,0.88653,0.87534,0.83922,0.85708,0.85586,0.86158,0.88406,0.8493,0.87796,0.87032,0.87934,0.88787,0.87247,0.875,0.87093,0.85922,0.87681,0.87966,0.85427,0.87671,0.88,0.85766,0.87889,0.86285,0.87675,0.88152,0.87464,0.89163,0.86528,0.85628,0.87563,0.87758,0.8524,0.86812,0.85604,0.879,0.86774,0.87958,0.84052,0.884,0.87696,0.85981,0.89811,0.87707,0.86637,0.88351,0.87804,0.88149,0.87252,0.8867,0.88884,0.85238,0.87613,0.88085,0.89104,0.88205,0.88864,0.88245,0.86356,0.86231,0.87741,0.86543,0.8677,0.87053,0.86908,0.85276,0.86218,0.83427,0.80454,0.78434,0.79236,0.82278,0.81712,0.85628,0.80858,0.84778,0.83243,0.74136,0.7476,0.77113,0.80326,0.84368,0.81669,0.77884,0.72647,0.82137,0.7036,0.81157,0.80387,0.85615,0.80524,0.7716,0.72476,0.72278,0.8268,0.68512,0.81041,0.69426,0.82914,0.69208,0.81426,0.73595,0.78946,0.7659,0.78352,0,0.80267,0.45115,0.7991,0.46243,0.80984,0.53449,0.82736,0.84913,0.84496,0.88123,0.87492,0.86714,0.87624,0.88216,0.88914,0.86925,0.87373,0.84081,0.85332,0.89239,0.88848,0.87353,0.8804,0.85224,0.85785,0.8711,0.86462,0.87512,0.86787,0.87217,0.88721,0.86446,0.85256,0.88623,0.86658,0.8762,0.8842,0.87033,0.88011,0.88309,0.87795,0.87734,0.87275,0.88458,0.88762,0.8824,0.87204,0.85956,0.87979,0.88111,0.87275,0.89712,0.88029,0.89173,0.89353,0.89545,0.85886,0.87954,0.88097,0.88797,0.86571,0.85755,0.88547,0.88185,0.89818,0.86841,0.87138,0.85429,0.88107,0.88498,0.86476,0.89522,0.86872,0.86764,0.86615,0.85706,0.88064,0.88663,0.85659,0.85908,0.85493,0.85938,0.86441,0.86435,0.87415,0.87055,0.86086,0.88877,0.89856,0.87625,0.88841,0.86568,0.86813
"Q5TG12|2",0.86561,0.86417,0.87951,0.87909,0.84879,0.87351,0.86791,0.88475,0.85823,0.87463,0.88076,0.87885,0.88803,0.87191,0.87164,0.8564,0.85685,0.8667,0.86641,0.86321,0.84586,0.86454,0.85964,0.85628,0.86829,0.86516,0.87152,0.87299,0.86464,0.88766,0.87559,0.87007,0.86106,0.84987,0.86458,0.84982,0.85701,0.86287,0.86322,0.86557,0.85716,0.86922,0.8665,0.86829,0.87611,0.88096,0.87801,0.87954,0.88403,0.89113,0.89294,0.89674,0.83864,0.87726,0.88961,0.89521,0.89012,0.88779,0.88423,0.88617,0.87868,0.86169,0.88536,0.86745,0.83303,0.87896,0.84858,0.86392,0.87871,0.86673,0.87121,0.85742,0.85905,0.8345,0.80891,0.81609,0.85737,0.86514,0.85439,0.86888,0.81916,0.82713,0.8025,0.88566,0.86183,0.87985,0.82303,0.80266,0.82934,0.73258,0.7678,0.7546,0.8198,0.7744,0.74458,0.83438,0.83373,0.85126,0.8019,0.84479,0.8411,0.84455,0.84671,0.85073,0.83498,0.84672,0.82969,0.79581,0.84704,0.80076,0.80267,0,0.8034,0.24886,0.82395,0.2703,0.81142,0.64268,0.83829,0.86301,0.87043,0.88425,0.86678,0.88205,0.87612,0.88431,0.86909,0.86776,0.86183,0.86316,0.86842,0.8887,0.85719,0.8586,0.87341,0.86703,0.85978,0.8527,0.82381,0.85136,0.84668,0.85344,0.88829,0.88452,0.8585,0.87471,0.8744,0.86532,0.85386,0.83775,0.87026,0.85795,0.88562,0.89376,0.89256,0.89467,0.88827,0.87978,0.88722,0.87041,0.86335,0.86466,0.86984,0.89423,0.89232,0.8845,0.89103,0.87534,0.88191,0.87954,0.88447,0.86796,0.87542,0.90031,0.87332,0.88464,0.86332,0.90014,0.86191,0.86453,0.88748,0.89243,0.8825,0.89201,0.88692,0.87911,0.8876,0.87759,0.86109,0.84569,0.88691,0.8803,0.88216,0.85886,0.87105,0.87872,0.87696,0.8808,0.85402,0.87121,0.86261,0.87144,0.88031,0.87604
"P28827|1",0.89336,0.88913,0.89153,0.88846,0.86668,0.87255,0.89009,0.86244,0.87206,0.87754,0.8861,0.86949,0.85728,0.84005,0.87535,0.85291,0.88206,0.83961,0.86573,0.85126,0.87308,0.86441,0.86963,0.87182,0.86923,0.88057,0.87998,0.85834,0.87629,0.84589,0.87293,0.8708,0.8599,0.87952,0.88229,0.84921,0.86067,0.86657,0.87702,0.88119,0.85523,0.86946,0.86297,0.85509,0.85904,0.84491,0.87294,0.89406,0.87105,0.88431,0.87867,0.90504,0.86387,0.88378,0.89207,0.85774,0.87957,0.88661,0.88288,0.89009,0.88553,0.8554,0.86368,0.86939,0.87366,0.84779,0.8678,0.88086,0.87761,0.86693,0.84124,0.83817,0.8103,0.80894,0.83119,0.80987,0.79303,0.80557,0.80531,0.79976,0.78879,0.77313,0.79763,0.73353,0.66895,0.7179,0.84351,0.84631,0.77683,0.73821,0.79621,0.73823,0.79087,0.75643,0.83007,0.69729,0.70623,0.72892,0.75402,0.82838,0.69465,0.77298,0.69124,0.77178,0.70553,0.78205,0.77864,0.82384,0.7627,0.81017,0.45115,0.8034,0,0.81106,0.16899,0.82867,0.39086,0.83963,0.82699,0.81972,0.87909,0.89244,0.87172,0.87655,0.85953,0.85463,0.87061,0.86012,0.84237,0.85913,0.87316,0.8596,0.88042,0.84589,0.86704,0.86121,0.86052,0.86298,0.87342,0.87283,0.87609,0.86399,0.87242,0.86054,0.87781,0.86572,0.86886,0.8567,0.86708,0.86097,0.85903,0.86048,0.87682,0.87452,0.88031,0.88123,0.87838,0.86771,0.85767,0.88427,0.87897,0.85185,0.88322,0.89633,0.87055,0.875,0.87504,0.84728,0.89247,0.86507,0.88603,0.87168,0.83582,0.88587,0.89268,0.86818,0.86937,0.89422,0.87707,0.84107,0.89308,0.89602,0.88707,0.89028,0.85291,0.86853,0.86752,0.87606,0.87595,0.873,0.85884,0.87269,0.85523,0.86706,0.86672,0.8581,0.85179,0.83311,0.84644,0.86556,0.85094,0.88766,0.89103,0.85707
