tr|A0A0A2WD25|A0A0A2WD25_BEABA	tr|A0A0K6LV95|A0A0K6LV95_BACIU	tr|A0A0K6LV95|A0A0K6LV95_BACIU GTP pyrophosphokinase OS=Bacillus subtilis GN=relA PE=3 SV=1 Split=0 	0.0
tr|A0A2K4ADN0|A0A2K4ADN0_9STAP	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3 ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain USA300) GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A2K4FEK8|A0A2K4FEK8_9STAP	tr|A0A0V9V962|A0A0V9V962_STAEP	tr|A0A0V9V962|A0A0V9V962_STAEP ATP-dependent DNA helicase RecG OS=Staphylococcus epidermidis GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A2K4FPI3|A0A2K4FPI3_9PSED	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	1.24e-146
tr|A0A2K4GGE8|A0A2K4GGE8_9PSED	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	1.69e-143
tr|A0A2K4INE5|A0A2K4INE5_9PSED	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	9.16e-144
tr|A0A2K4L5R8|A0A2K4L5R8_9PSED	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.30e-145
tr|A0A2K4MRD1|A0A2K4MRD1_9NEIS	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.26e-149
tr|A0A2K4W6L3|A0A2K4W6L3_9PSED	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	7.20e-146
tr|A0A2K4X260|A0A2K4X260_PSESX	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	1.10e-145
tr|A0A2K4X5H6|A0A2K4X5H6_PSEVC	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	2.01e-144
tr|A0A2K4ZM74|A0A2K4ZM74_9FIRM	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	3.63e-154
tr|A0A2K8KTF2|A0A2K8KTF2_9GAMM	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	7.01e-145
tr|A0A2K8LPA6|A0A2K8LPA6_9PSEU	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	8.40e-144
tr|A0A2K8QSG0|A0A2K8QSG0_9GAMM	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.33e-138
tr|A0A2K8SQU1|A0A2K8SQU1_9NOSO	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.99e-173
tr|A0A2K8U5M1|A0A2K8U5M1_9GAMM	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	3.69e-131
tr|A0A2K8VBY0|A0A2K8VBY0_9FLAO	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	9.62e-157
tr|A0A2K8WQA7|A0A2K8WQA7_9CHRO	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.65e-176
tr|A0A2K8X277|A0A2K8X277_9FLAO	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	1.10e-154
tr|A0A2K8XC40|A0A2K8XC40_9FLAO	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.04e-152
tr|A0A2K8XL93|A0A2K8XL93_9FLAO	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	4.62e-160
tr|A0A2K8XM21|A0A2K8XM21_9FLAO	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.48e-160
tr|A0A2K8ZBJ0|A0A2K8ZBJ0_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.71e-154
tr|A0A2K9AXF6|A0A2K9AXF6_9GAMM	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	4.65e-139
tr|A0A2K9CCI6|A0A2K9CCI6_9PSED	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	7.51e-146
tr|A0A2K9D4Y1|A0A2K9D4Y1_9PSED	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	7.14e-147
tr|A0A2K9E2Y7|A0A2K9E2Y7_9FIRM	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A2K9HKJ4|A0A2K9HKJ4_9LACO	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A2K9J9E5|A0A2K9J9E5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A2K9JTJ3|A0A2K9JTJ3_9GAMM	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	9.87e-141
tr|A0A2K9L7D4|A0A2K9L7D4_9RHOO	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.64e-145
tr|A0A2K9LKM0|A0A2K9LKM0_9GAMM	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	5.24e-139
tr|A0A2K9N985|A0A2K9N985_9PROT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.23e-153
tr|A0A2K9P4C1|A0A2K9P4C1_9FIRM	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A2K9Z2A8|A0A2K9Z2A8_RHILE	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.71e-152
tr|A0A2L0D5K0|A0A2L0D5K0_9STRE	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A2L0H6D6|A0A2L0H6D6_RHIFR	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.23e-147
tr|A0A2L0HUX3|A0A2L0HUX3_9GAMM	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	4.70e-143
tr|A0A2L0I1T9|A0A2L0I1T9_9GAMM	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.30e-144
tr|A0A2L0LU93|A0A2L0LU93_9PSED	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	2.90e-149
tr|A0A2L0PKB9|A0A2L0PKB9_VITS1	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.24e-143
tr|A0A2L0S3G0|A0A2L0S3G0_9PSED	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	9.44e-147
tr|A0A2L0TR49|A0A2L0TR49_9GAMM	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.01e-141
tr|A0A2L0XD35|A0A2L0XD35_9BURK	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	5.29e-140
tr|A0A2L1U205|A0A2L1U205_9BACL	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A2L1UX00|A0A2L1UX00_9GAMM	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.37e-142
tr|A0A2L1WJH7|A0A2L1WJH7_9PSED	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	2.20e-146
tr|A0A2L2LC83|A0A2L2LC83_RHIRD	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.43e-146
tr|A0A2L2LYY9|A0A2L2LYY9_9GAMM	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	4.15e-144
tr|A0A2L2N9F0|A0A2L2N9F0_9NOSO	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.21e-176
tr|A0A2L2NKK4|A0A2L2NKK4_9NOSO	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.21e-175
tr|A0A2L2WJV2|A0A2L2WJV2_9BACT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	4.17e-165
tr|A0A2L2WTN6|A0A2L2WTN6_9BACT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	8.66e-157
tr|A0A2L2XRA8|A0A2L2XRA8_9CHRO	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.79e-177
tr|A0A2M6NSI4|A0A2M6NSI4_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	9.79e-152
tr|A0A2M6UT04|A0A2M6UT04_9HYPH	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	3.63e-138
tr|A0A2M6UWF8|A0A2M6UWF8_9HYPH	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	1.99e-139
tr|A0A2M6V137|A0A2M6V137_9BURK	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.25e-137
tr|A0A2M6V8J9|A0A2M6V8J9_9BURK	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.99e-134
tr|A0A2M6VPE0|A0A2M6VPE0_9BURK	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.79e-136
tr|A0A2M6W4B3|A0A2M6W4B3_9BACT	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3 ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain USA300) GN=recG PE=3 SV=1 Split=0 	2.42e-151
tr|A0A2M6W6L6|A0A2M6W6L6_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	7.45e-152
tr|A0A2M6W9B0|A0A2M6W9B0_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	8.54e-146
tr|A0A2M6WN07|A0A2M6WN07_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.02e-167
tr|A0A2M6WNB7|A0A2M6WNB7_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.45e-143
tr|A0A2M6WS15|A0A2M6WS15_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	8.35e-156
tr|A0A2M6X1B3|A0A2M6X1B3_9BACT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	2.32e-149
tr|A0A2M6XD72|A0A2M6XD72_9BACT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	4.90e-150
tr|A0A2M6XTL2|A0A2M6XTL2_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.28e-157
tr|A0A2M6YZZ1|A0A2M6YZZ1_9BACT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	6.29e-163
tr|A0A2M6Z4E5|A0A2M6Z4E5_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.03e-141
tr|A0A2M6ZEB0|A0A2M6ZEB0_9BACT	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A2M6ZTN9|A0A2M6ZTN9_9CHLR	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	1.81e-163
tr|A0A2M6ZZW2|A0A2M6ZZW2_9DELT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.97e-177
tr|A0A2M7A5A3|A0A2M7A5A3_9BACT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.43e-178
tr|A0A2M7ALP9|A0A2M7ALP9_UNCKA	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	4.29e-149
tr|A0A2M7AV57|A0A2M7AV57_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	9.39e-149
tr|A0A2M7AX39|A0A2M7AX39_9BACT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	1.01e-145
tr|A0A2M7B0K6|A0A2M7B0K6_9BACT	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	1.21e-161
tr|A0A2M7B6D4|A0A2M7B6D4_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.32e-143
tr|A0A2M7B985|A0A2M7B985_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.88e-138
tr|A0A2M7BBH3|A0A2M7BBH3_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.44e-153
tr|A0A2M7BCE1|A0A2M7BCE1_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.72e-150
tr|A0A2M7BIV9|A0A2M7BIV9_9BACT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.22e-164
tr|A0A2M7BUZ3|A0A2M7BUZ3_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.25e-149
tr|A0A2M7BZP0|A0A2M7BZP0_9BACT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	6.48e-145
tr|A0A2M7CBB7|A0A2M7CBB7_9DELT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.32e-174
tr|A0A2M7D2X9|A0A2M7D2X9_9GAMM	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.44e-139
tr|A0A2M7DGT6|A0A2M7DGT6_9FLAO	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.47e-155
tr|A0A2M7DSM4|A0A2M7DSM4_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.92e-171
tr|A0A2M7E2I2|A0A2M7E2I2_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.68e-164
tr|A0A2M7F723|A0A2M7F723_9BACT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.75e-172
tr|A0A2M7FG54|A0A2M7FG54_9BACT	tr|D4FJM8|D4FJM8_STAEP	tr|D4FJM8|D4FJM8_STAEP ATP-dependent DNA helicase RecG OS=Staphylococcus epidermidis M23864:W2(grey) GN=recG PE=3 SV=1 Split=0 	9.92e-154
tr|A0A2M7G8F3|A0A2M7G8F3_9BACT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	7.26e-178
tr|A0A2M7GG41|A0A2M7GG41_9PROT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	2.08e-145
tr|A0A2M7H5C1|A0A2M7H5C1_9BACT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	2.35e-143
tr|A0A2M7H6P7|A0A2M7H6P7_9CHLR	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.68e-161
tr|A0A2M7HUJ7|A0A2M7HUJ7_9GAMM	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	9.20e-130
